Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit
Office Supplies,Arlington,United States,AB-10015,Aaron Bergman,Akro,18-02-2019,US-2019-152905,76017,Akro Stacking Bins,Central,Consumer,CON,FALSE,24-02-2019,Standard Class,Texas,Storage,0.2,$0.00K
Furniture,Richmond,United States,LC-16930,Linda Cazamias,Master Caster,20-02-2019,US-2019-109491,47374,"Master Caster Door Stop, Brown",Central,Corporate,COR,FALSE,26-02-2019,Standard Class,Indiana,Furnishings,0,$0.01K
Office Supplies,Los Angeles,United States,SR-20740,Steven Roelle,Xerox,20-02-2019,US-2019-164903,90049,Xerox 204,West,Home Office,HO,FALSE,24-02-2019,Standard Class,California,Paper,0,$0.01K
Technology,Richmond,United States,LC-16930,Linda Cazamias,Enermax,20-02-2019,US-2019-109491,47374,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Central,Corporate,COR,FALSE,26-02-2019,Standard Class,Indiana,Accessories,0,$0.02K
Office Supplies,Woodstock,United States,TM-21010,Tamara Manning,GBC,21-02-2019,US-2019-165540,60098,GBC Standard Plastic Binding Systems Combs,Central,Consumer,CON,FALSE,25-02-2019,Standard Class,Illinois,Binders,0.8,-$0.01K
Office Supplies,Moreno Valley,United States,SA-20830,Sue Ann Reed,Xerox,22-02-2019,US-2019-133354,92553,Xerox 220,West,Consumer,CON,FALSE,24-02-2019,First Class,California,Paper,0,$0.01K
Office Supplies,El Paso,United States,MG-17875,Michael Grace,GBC,23-02-2019,US-2019-103744,79907,GBC Plastic Binding Combs,Central,Home Office,HO,FALSE,27-02-2019,Standard Class,Texas,Binders,0.8,-$0.01K
Office Supplies,El Paso,United States,MG-17875,Michael Grace,Staple-on labels,23-02-2019,US-2019-103744,79907,Staple-on labels,Central,Home Office,HO,FALSE,27-02-2019,Standard Class,Texas,Labels,0.2,$0.00K
Office Supplies,Medford,United States,JH-15430,Jennifer Halladay,TOPS,24-02-2019,US-2019-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",West,Consumer,CON,FALSE,02-03-2019,Standard Class,Oregon,Paper,0.2,$0.01K
Office Supplies,Medford,United States,JH-15430,Jennifer Halladay,Message Book,24-02-2019,US-2019-137680,97504,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",West,Consumer,CON,FALSE,02-03-2019,Standard Class,Oregon,Paper,0.2,$0.01K
Office Supplies,Columbus,United States,JS-16030,Joy Smith,Zebra,27-02-2019,US-2019-156545,43229,Zebra Zazzle Fluorescent Highlighters,East,Consumer,CON,FALSE,03-03-2019,First Class,Ohio,Art,0.2,$0.00K
Furniture,Elmhurst,United States,VF-21715,Vicky Freymann,Novimex,01-03-2019,US-2019-113880,60126,Novimex Swivel Fabric Task Chair,Central,Home Office,HO,FALSE,05-03-2019,Standard Class,Illinois,Chairs,0.3,-$0.17K
Furniture,El Paso,United States,SC-20380,Shahid Collister,Other,01-03-2019,US-2019-131009,79907,Harbour Creations Steel Folding Chair,Central,Consumer,CON,FALSE,05-03-2019,Standard Class,Texas,Chairs,0.3,$0.00K
Furniture,Seattle,United States,DB-13060,Dave Brooks,Global,01-03-2019,US-2019-104269,98115,Global Deluxe High-Back Manager's Chair,West,Consumer,CON,FALSE,06-03-2019,Second Class,Washington,Chairs,0.2,$0.05K
Furniture,El Paso,United States,SC-20380,Shahid Collister,DAX,01-03-2019,US-2019-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,Central,Consumer,CON,FALSE,05-03-2019,Standard Class,Texas,Furnishings,0.6,-$0.03K
Furniture,Houston,United States,GW-14605,Giulietta Weimer,Bevis,01-03-2019,US-2019-168312,77036,Bevis Round Conference Room Tables and Bases,Central,Consumer,CON,FALSE,07-03-2019,Standard Class,Texas,Tables,0.3,-$0.04K
Office Supplies,El Paso,United States,SC-20380,Shahid Collister,Other,01-03-2019,US-2019-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,Central,Consumer,CON,FALSE,05-03-2019,Standard Class,Texas,Fasteners,0.2,$0.00K
Office Supplies,Elmhurst,United States,VF-21715,Vicky Freymann,Other,01-03-2019,US-2019-113880,60126,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Central,Home Office,HO,FALSE,05-03-2019,Standard Class,Illinois,Paper,0.2,$0.01K
Office Supplies,El Paso,United States,SC-20380,Shahid Collister,Fellowes,01-03-2019,US-2019-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,Consumer,CON,FALSE,05-03-2019,Standard Class,Texas,Storage,0.2,-$0.02K
Office Supplies,Houston,United States,GW-14605,Giulietta Weimer,Other,01-03-2019,US-2019-168312,77036,Recycled Steel Personal File for Hanging File Folders,Central,Consumer,CON,FALSE,07-03-2019,Standard Class,Texas,Storage,0.2,$0.01K
Technology,New York City,United States,HR-14770,Hallie Redmond,Other,01-03-2019,US-2019-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,East,Home Office,HO,FALSE,05-03-2019,Standard Class,New York,Phones,0,$0.00K
Office Supplies,New York City,United States,KN-16705,Kristina Nunn,Staple envelope,02-03-2019,US-2019-107524,10009,Staple envelope,East,Home Office,HO,FALSE,08-03-2019,Standard Class,New York,Envelopes,0,$0.01K
Office Supplies,Philadelphia,United States,NH-18610,Nicole Hansen,Xerox 1971,02-03-2019,US-2019-111157,19120,Xerox 1971,East,Corporate,COR,FALSE,06-03-2019,Standard Class,Pennsylvania,Paper,0.2,$0.00K
Office Supplies,New York City,United States,KN-16705,Kristina Nunn,Array,02-03-2019,US-2019-107524,10009,"Array Parchment Paper, Assorted Colors",East,Home Office,HO,FALSE,08-03-2019,Standard Class,New York,Paper,0,$0.02K
Technology,Philadelphia,United States,NH-18610,Nicole Hansen,Other,02-03-2019,US-2019-111157,19120,Hypercom P1300 Pinpad,East,Corporate,COR,FALSE,06-03-2019,Standard Class,Pennsylvania,Accessories,0.2,$0.03K
Furniture,Columbus,United States,JS-15595,Jill Stevenson,O'Sullivan,03-03-2019,US-2019-127978,43229,O'Sullivan 4-Shelf Bookcase in Odessa Pine,East,Corporate,COR,FALSE,08-03-2019,Standard Class,Ohio,Bookcases,0.5,-$0.20K
Furniture,San Diego,United States,EJ-14155,Eva Jacobs,Bevis,03-03-2019,US-2019-105648,92037,"Bevis Oval Conference Table, Walnut",West,Consumer,CON,FALSE,07-03-2019,Standard Class,California,Tables,0.2,-$0.02K
Office Supplies,Houston,United States,SC-20020,Sam Craven,Other,03-03-2019,US-2019-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumer,CON,FALSE,07-03-2019,Standard Class,Texas,Appliances,0.8,-$0.46K
Office Supplies,Wilmington,United States,AJ-10945,Ashley Jarboe,Zebra,03-03-2019,US-2019-155852,28403,Zebra Zazzle Fluorescent Highlighters,South,Consumer,CON,FALSE,07-03-2019,Second Class,North Carolina,Art,0.2,$0.00K
Office Supplies,New York City,United States,AP-10720,Anne Pryor,Cardinal,03-03-2019,US-2019-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Home Office,HO,FALSE,08-03-2019,Standard Class,New York,Binders,0.2,$0.01K
Office Supplies,New York City,United States,AP-10720,Anne Pryor,Ibico,03-03-2019,US-2019-127964,10035,Ibico Laser Imprintable Binding System Covers,East,Home Office,HO,FALSE,08-03-2019,Standard Class,New York,Binders,0.2,$0.04K
Office Supplies,Columbus,United States,JS-15595,Jill Stevenson,Avery,03-03-2019,US-2019-127978,43229,Avery 495,East,Corporate,COR,FALSE,08-03-2019,Standard Class,Ohio,Labels,0.2,$0.00K
Office Supplies,Columbus,United States,JS-15595,Jill Stevenson,Eldon,03-03-2019,US-2019-127978,43229,Eldon Shelf Savers Cubes and Bins,East,Corporate,COR,FALSE,08-03-2019,Standard Class,Ohio,Storage,0.2,-$0.01K
Technology,New York City,United States,AP-10720,Anne Pryor,Other,03-03-2019,US-2019-127964,10035,PowerGen Dual USB Car Charger,East,Home Office,HO,FALSE,08-03-2019,Standard Class,New York,Phones,0,$0.00K
Office Supplies,Margate,United States,SC-20095,Sanjit Chand,BIC,04-03-2019,US-2019-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",South,Consumer,CON,FALSE,09-03-2019,Standard Class,Florida,Art,0.2,$0.00K
Office Supplies,Columbia,United States,CL-12565,Clay Ludtke,Other,04-03-2019,US-2019-116239,29203,Sensible Storage WireTech Storage Systems,South,Consumer,CON,FALSE,04-03-2019,Same Day,South Carolina,Storage,0,$0.02K
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,Newell,05-03-2019,US-2019-169061,10701,Newell 345,East,Consumer,CON,FALSE,08-03-2019,Second Class,New York,Art,0,$0.02K
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,GBC,05-03-2019,US-2019-169061,10701,GBC Wire Binding Combs,East,Consumer,CON,FALSE,08-03-2019,Second Class,New York,Binders,0.2,$0.02K
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,Xerox,05-03-2019,US-2019-169061,10701,Xerox 1891,East,Consumer,CON,FALSE,08-03-2019,Second Class,New York,Paper,0,$0.05K
Office Supplies,Yonkers,United States,AB-10150,Aimee Bixby,Acme,05-03-2019,US-2019-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,East,Consumer,CON,FALSE,08-03-2019,Second Class,New York,Supplies,0,$0.01K
Technology,Yonkers,United States,AB-10150,Aimee Bixby,Logitech,05-03-2019,US-2019-169061,10701,Logitech Wireless Gaming Headset G930,East,Consumer,CON,FALSE,08-03-2019,Second Class,New York,Accessories,0,$0.18K
Furniture,Seattle,United States,CM-12715,Craig Molinari,Office Star,07-03-2019,US-2019-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,West,Corporate,COR,FALSE,12-03-2019,Standard Class,Washington,Chairs,0.2,$0.02K
Furniture,Seattle,United States,AB-10015,Aaron Bergman,Global,07-03-2019,US-2019-156587,98103,"Global Push Button Manager's Chair, Indigo",West,Consumer,CON,FALSE,08-03-2019,First Class,Washington,Chairs,0.2,$0.01K
Furniture,Seattle,United States,CM-12715,Craig Molinari,Global,07-03-2019,US-2019-104563,98103,"Global Leather and Oak Executive Chair, Black",West,Corporate,COR,FALSE,12-03-2019,Standard Class,Washington,Chairs,0.2,$0.05K
Office Supplies,Seattle,United States,CM-12715,Craig Molinari,Newell,07-03-2019,US-2019-104563,98103,Newell Chalk Holder,West,Corporate,COR,FALSE,12-03-2019,Standard Class,Washington,Art,0,$0.01K
Office Supplies,Seattle,United States,AB-10015,Aaron Bergman,Newell,07-03-2019,US-2019-156587,98103,Newell 330,West,Consumer,CON,FALSE,08-03-2019,First Class,Washington,Art,0,$0.00K
Office Supplies,Des Moines,United States,NP-18685,Nora Pelletier,Other,07-03-2019,US-2019-131982,98198,Catalog Binders with Expanding Posts,West,Home Office,HO,FALSE,11-03-2019,Second Class,Washington,Binders,0.2,$0.03K
Office Supplies,Seattle,United States,CM-12715,Craig Molinari,Other,07-03-2019,US-2019-104563,98103,"Contico 72""H Heavy-Duty Storage System",West,Corporate,COR,FALSE,12-03-2019,Standard Class,Washington,Storage,0,$0.00K
Office Supplies,Seattle,United States,AB-10015,Aaron Bergman,Carina,07-03-2019,US-2019-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Consumer,CON,FALSE,08-03-2019,First Class,Washington,Storage,0,$0.00K
Office Supplies,Denver,United States,KT-16480,Kean Thornton,Boston,10-03-2019,US-2019-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,CON,FALSE,17-03-2019,Standard Class,Colorado,Art,0.2,$0.01K
Office Supplies,Royal Oak,United States,SW-20275,Scott Williamson,Other,10-03-2019,US-2019-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumer,CON,FALSE,14-03-2019,Standard Class,Michigan,Paper,0,$0.01K
Office Supplies,Denver,United States,KT-16480,Kean Thornton,Tennsco,10-03-2019,US-2019-140116,80219,Tennsco 6- and 18-Compartment Lockers,West,Consumer,CON,FALSE,17-03-2019,Standard Class,Colorado,Storage,0.2,-$0.02K
Furniture,Columbus,United States,CK-12205,Chloris Kastensmidt,Eldon,11-03-2019,US-2019-166884,43229,Eldon Wave Desk Accessories,East,Consumer,CON,FALSE,16-03-2019,Second Class,Ohio,Furnishings,0.2,$0.00K
Office Supplies,Richmond,United States,FM-14215,Filia McAdams,Fellowes,11-03-2019,US-2019-114790,40475,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Corporate,COR,FALSE,13-03-2019,Second Class,Kentucky,Appliances,0,$0.04K
Office Supplies,Roseville,United States,RB-19435,Richard Bierner,Other,11-03-2019,US-2019-103338,95661,Economy #2 Pencils,West,Consumer,CON,FALSE,15-03-2019,Standard Class,California,Art,0,$0.00K
Office Supplies,Columbus,United States,CK-12205,Chloris Kastensmidt,Stockwell,11-03-2019,US-2019-166884,43229,Stockwell Push Pins,East,Consumer,CON,FALSE,16-03-2019,Second Class,Ohio,Fasteners,0.2,$0.00K
Office Supplies,Richmond,United States,FM-14215,Filia McAdams,Xerox,11-03-2019,US-2019-114790,40475,Xerox 198,South,Corporate,COR,FALSE,13-03-2019,Second Class,Kentucky,Paper,0,$0.01K
Office Supplies,New York City,United States,KA-16525,Kelly Andreada,Southworth,11-03-2019,US-2019-158337,10024,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,CON,FALSE,14-03-2019,Second Class,New York,Paper,0,$0.05K
Technology,Richmond,United States,FM-14215,Filia McAdams,Maxell,11-03-2019,US-2019-114790,40475,Maxell DVD-RAM Discs,South,Corporate,COR,FALSE,13-03-2019,Second Class,Kentucky,Accessories,0,$0.01K
Technology,Richmond,United States,FM-14215,Filia McAdams,Panasonic,11-03-2019,US-2019-114790,40475,Panasonic KX-TG9471B,South,Corporate,COR,FALSE,13-03-2019,Second Class,Kentucky,Phones,0,$0.16K
Furniture,Chesapeake,United States,CK-12325,Christine Kargatis,Global,14-03-2019,US-2019-125521,23320,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,HO,FALSE,19-03-2019,Standard Class,Virginia,Chairs,0,$0.28K
Office Supplies,Huntington Beach,United States,DK-13225,Dean Katz,Avery,14-03-2019,US-2019-157623,92646,Avery Hi-Liter Fluorescent Desk Style Markers,West,Corporate,COR,FALSE,18-03-2019,Standard Class,California,Art,0,$0.00K
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,GBC,14-03-2019,US-2019-114510,84321,GBC Wire Binding Combs,West,Consumer,CON,FALSE,19-03-2019,Standard Class,Utah,Binders,0.2,$0.01K
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,Other,14-03-2019,US-2019-114510,84321,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,Consumer,CON,FALSE,19-03-2019,Standard Class,Utah,Binders,0.2,$0.02K
Office Supplies,Jacksonville,United States,NF-18475,Neil Französisch,Xerox,14-03-2019,US-2019-100293,32216,Xerox 1887,South,Home Office,HO,FALSE,18-03-2019,Standard Class,Florida,Paper,0.2,$0.03K
Office Supplies,Huntington Beach,United States,DK-13225,Dean Katz,Xerox,14-03-2019,US-2019-157623,92646,Xerox 1972,West,Corporate,COR,FALSE,18-03-2019,Standard Class,California,Paper,0,$0.00K
Office Supplies,Chicago,United States,RB-19465,Rick Bensley,Xerox,14-03-2019,US-2019-152618,60653,Xerox 1963,Central,Home Office,HO,FALSE,17-03-2019,First Class,Illinois,Paper,0.2,$0.00K
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,Carina,14-03-2019,US-2019-114510,84321,Carina Double Wide Media Storage Towers in Natural & Black,West,Consumer,CON,FALSE,19-03-2019,Standard Class,Utah,Storage,0,$0.00K
Office Supplies,Logan,United States,JF-15295,Jason Fortune-,Staple magnet,14-03-2019,US-2019-114510,84321,Staple magnet,West,Consumer,CON,FALSE,19-03-2019,Standard Class,Utah,Storage,0,$0.01K
Technology,Logan,United States,JF-15295,Jason Fortune-,Imation,14-03-2019,US-2019-114510,84321,Imation 30456 USB Flash Drive 8GB,West,Consumer,CON,FALSE,19-03-2019,Standard Class,Utah,Accessories,0,$0.01K
Technology,Chicago,United States,RB-19465,Rick Bensley,Hewlett-Packard,14-03-2019,US-2019-152618,60653,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,HO,FALSE,17-03-2019,First Class,Illinois,Machines,0.3,$0.16K
Furniture,Tampa,United States,AS-10240,Alan Shonely,Eldon,15-03-2019,US-2019-149958,33614,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,Consumer,CON,FALSE,19-03-2019,Standard Class,Florida,Furnishings,0.2,$0.01K
Office Supplies,Tampa,United States,AS-10240,Alan Shonely,Other,15-03-2019,US-2019-149958,33614,Insertable Tab Post Binder Dividers,South,Consumer,CON,FALSE,19-03-2019,Standard Class,Florida,Binders,0.7,-$0.01K
Office Supplies,Tampa,United States,AS-10240,Alan Shonely,GBC,15-03-2019,US-2019-149958,33614,GBC VeloBinder Manual Binding System,South,Consumer,CON,FALSE,19-03-2019,Standard Class,Florida,Binders,0.7,-$0.03K
Office Supplies,Tampa,United States,AS-10240,Alan Shonely,Xerox,15-03-2019,US-2019-149958,33614,Xerox 1889,South,Consumer,CON,FALSE,19-03-2019,Standard Class,Florida,Paper,0.2,$0.05K
Office Supplies,Tampa,United States,AS-10240,Alan Shonely,Other,15-03-2019,US-2019-149958,33614,"Hot File 7-Pocket, Floor Stand",South,Consumer,CON,FALSE,19-03-2019,Standard Class,Florida,Storage,0.2,$0.02K
Technology,Raleigh,United States,KN-16705,Kristina Nunn,Polycom,16-03-2019,US-2019-157609,27604,Polycom VoiceStation 500 Conference phone,South,Home Office,HO,FALSE,21-03-2019,Second Class,North Carolina,Phones,0.2,$0.03K
Furniture,New York City,United States,CP-12340,Christine Phan,Balt,17-03-2019,US-2019-148838,10024,Balt Solid Wood Round Tables,East,Corporate,COR,FALSE,21-03-2019,Standard Class,New York,Tables,0.4,-$0.55K
Furniture,New York City,United States,CP-12340,Christine Phan,Bretford,17-03-2019,US-2019-148838,10024,Bretford Rectangular Conference Table Tops,East,Corporate,COR,FALSE,21-03-2019,Standard Class,New York,Tables,0.4,-$0.45K
Furniture,New York City,United States,CP-12340,Christine Phan,Hon,17-03-2019,US-2019-148838,10024,"Hon 30"" x 60"" Table with Locking Drawer",East,Corporate,COR,FALSE,21-03-2019,Standard Class,New York,Tables,0.4,-$0.12K
Office Supplies,Lakeville,United States,BN-11515,Bradley Nguyen,Bionaire,17-03-2019,US-2019-118339,55044,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,Consumer,CON,FALSE,24-03-2019,Standard Class,Minnesota,Appliances,0,$0.04K
Office Supplies,Jackson,United States,MH-17440,Mark Haberlin,Belkin,17-03-2019,US-2019-164763,39212,Belkin 6 Outlet Metallic Surge Strip,South,Corporate,COR,FALSE,21-03-2019,Standard Class,Mississippi,Appliances,0,$0.01K
Office Supplies,Dallas,United States,AZ-10750,Annie Zypern,Newell,17-03-2019,US-2019-158442,75217,Newell 333,Central,Consumer,CON,FALSE,17-03-2019,Same Day,Texas,Art,0.2,$0.00K
Office Supplies,Lakeville,United States,BN-11515,Bradley Nguyen,Newell,17-03-2019,US-2019-118339,55044,Newell 35,Central,Consumer,CON,FALSE,24-03-2019,Standard Class,Minnesota,Art,0,$0.01K
Office Supplies,Lakeville,United States,BN-11515,Bradley Nguyen,Avery,17-03-2019,US-2019-118339,55044,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Central,Consumer,CON,FALSE,24-03-2019,Standard Class,Minnesota,Binders,0,$0.02K
Office Supplies,Jackson,United States,MH-17440,Mark Haberlin,GBC,17-03-2019,US-2019-164763,39212,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,Corporate,COR,FALSE,21-03-2019,Standard Class,Mississippi,Binders,0,$0.01K
Office Supplies,Jackson,United States,MH-17440,Mark Haberlin,Acco,17-03-2019,US-2019-164763,39212,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,Corporate,COR,FALSE,21-03-2019,Standard Class,Mississippi,Binders,0,$0.01K
Office Supplies,Lakeville,United States,BN-11515,Bradley Nguyen,Wilson Jones,17-03-2019,US-2019-118339,55044,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Consumer,CON,FALSE,24-03-2019,Standard Class,Minnesota,Binders,0,$0.03K
Office Supplies,Lakeville,United States,BN-11515,Bradley Nguyen,Other,17-03-2019,US-2019-118339,55044,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Central,Consumer,CON,FALSE,24-03-2019,Standard Class,Minnesota,Paper,0,$0.02K
Office Supplies,New York City,United States,CP-12340,Christine Phan,Xerox,17-03-2019,US-2019-148838,10024,Xerox 1918,East,Corporate,COR,FALSE,21-03-2019,Standard Class,New York,Paper,0,$0.08K
Office Supplies,Dallas,United States,AZ-10750,Annie Zypern,Xerox,17-03-2019,US-2019-158442,75217,Xerox 1966,Central,Consumer,CON,FALSE,17-03-2019,Same Day,Texas,Paper,0.2,$0.00K
Office Supplies,Dallas,United States,AZ-10750,Annie Zypern,Xerox,17-03-2019,US-2019-158442,75217,Xerox 1967,Central,Consumer,CON,FALSE,17-03-2019,Same Day,Texas,Paper,0.2,$0.01K
